transaction_id,customer_id,transaction_date,transaction_type,amount,adjustment_code,network_node,country,destination_account,is_suspicious_ground_truth,country_name,risk_score,is_tax_haven,cross_border,amount_zscore_cliente
TXN00000038,CLI000368,2023-05-02,AJUSTE,3028.83,01,MG-CORE-01,BR,BR-5996775663,False,Brasil,0.05,False,False,0.708674407082956
TXN00000039,CLI000222,2023-07-30,ESTORNO,2811.78,01,RJ-CORE-01,BR,BR-6924716023,False,Brasil,0.05,False,False,0.41599836803130075
TXN00000040,CLI000717,2023-01-20,PAGAMENTO,3007.9,01,SP-CORE-02,BR,BR-3392080953,False,Brasil,0.05,False,False,0.7071067811865471
TXN00000041,CLI000143,2023-04-27,ESTORNO,-795.77,01,MG-CORE-01,BR,BR-8235363119,False,Brasil,0.05,False,False,-1.3103493609908599
TXN00000042,CLI000237,2023-06-29,ESTORNO,2252.36,10,BA-CORE-01,BR,BR-4332894265,False,Brasil,0.05,False,False,0.7071067811865477
TXN00000043,CLI000708,2023-04-02,ESTORNO,2040.45,02,SP-CORE-01,BR,BR-6649827836,False,Brasil,0.05,False,False,0.4586168876512253
TXN00000044,CLI000091,2023-08-12,ESTORNO,-2129.61,00,MG-CORE-01,BR,BR-2149938334,False,Brasil,0.05,False,False,-1.4782609776143827
TXN00000045,CLI000144,2023-01-01,PAGAMENTO,1829.32,01,RJ-CORE-01,BR,BR-2351531223,False,Brasil,0.05,False,False,0.7071067811865472
TXN00000046,CLI000837,2023-11-16,ESTORNO,-1112.43,00,RJ-CORE-01,BR,BR-8110054933,False,Brasil,0.05,False,False,-1.9493240015324902
TXN00000047,CLI000777,2023-07-26,ESTORNO,2446.29,01,SP-CORE-02,BR,BR-2970753705,False,Brasil,0.05,False,False,0.4164533223499183
TXN00000048,CLI000623,2023-11-12,AJUSTE,2000.49,10,BA-CORE-01,BR,BR-2137651678,False,Brasil,0.05,False,False,0.7071067811865465
TXN00000049,CLI000438,2023-04-18,ESTORNO,-1516.01,02,MG-CORE-01,BR,BR-7805745017,False,Brasil,0.05,False,False,-1.2164631567061652
TXN00000050,CLI000687,2023-03-28,PAGAMENTO,2312.8,02,BA-CORE-01,BR,BR-7010379415,False,Brasil,0.05,False,False,0.7925512951871048
TXN00000051,CLI000051,2023-05-01,FATURA,2361.33,01,SP-CORE-02,BR,BR-5284391408,False,Brasil,0.05,False,False,1.0812081592204388
TXN00000052,CLI001179,2023-05-06,FATURA,3444.1,00,MG-CORE-01,BR,BR-7483366056,False,Brasil,0.05,False,False,0.830410689584216
TXN00000053,CLI000012,2023-12-23,AJUSTE,1356.25,10,SP-CORE-02,BR,BR-1470939445,False,Brasil,0.05,False,False,0.0
TXN00000054,CLI000249,2023-08-06,FATURA,160971.22,4F,SANTOS-PORT-07,KY,OFFSHORE-627048UF,True,Ilhas Cayman,0.95,True,True,1.7886334218172142
TXN00000055,CLI001034,2023-03-10,PAGAMENTO,2808.93,02,MG-CORE-01,BR,BR-4272602734,False,Brasil,0.05,False,False,0.6253457321276774
TXN00000056,CLI000531,2023-10-08,PAGAMENTO,1571.78,01,MG-CORE-01,BR,BR-7980611182,False,Brasil,0.05,False,False,-0.48117073133338123
TXN00000057,CLI000901,2023-11-23,AJUSTE,985.04,10,SP-CORE-02,BR,BR-1854316681,False,Brasil,0.05,False,False,-0.9033834301824605
TXN00000058,CLI000166,2023-05-27,FATURA,836.04,02,RJ-CORE-01,BR,BR-4944899549,False,Brasil,0.05,False,False,-1.4971341314076976
TXN00000059,CLI000850,2023-03-19,AJUSTE,824.79,01,SP-CORE-02,BR,BR-7867414708,False,Brasil,0.05,False,False,-0.44610021037635883
TXN00000060,CLI000861,2023-06-19,PAGAMENTO,1908.29,10,SP-CORE-01,BR,BR-3098545541,False,Brasil,0.05,False,False,0.9148991798700513
TXN00000061,CLI000977,2023-10-27,PAGAMENTO,3312.3,00,BA-CORE-01,BR,BR-8760038701,False,Brasil,0.05,False,False,1.235656760904058
TXN00000062,CLI001119,2023-06-30,FATURA,1059.17,10,MG-CORE-01,BR,BR-2028439863,False,Brasil,0.05,False,False,-0.2041302515311407
TXN00000063,CLI000797,2023-09-07,AJUSTE,783.59,10,MG-CORE-01,BR,BR-1338258951,False,Brasil,0.05,False,False,-0.04031091353328986
TXN00000064,CLI001094,2023-12-09,ESTORNO,2383.41,10,SP-CORE-02,BR,BR-8438486479,False,Brasil,0.05,False,False,0.12689669623773436
TXN00000065,CLI000278,2023-07-21,FATURA,2079.79,00,SP-CORE-01,BR,BR-4504793184,False,Brasil,0.05,False,False,0.5745136503971268
TXN00000066,CLI000932,2023-04-04,PAGAMENTO,194.99,10,RJ-CORE-01,BR,BR-1540137296,False,Brasil,0.05,False,False,-0.8992305389533405
TXN00000067,CLI000168,2023-06-22,ESTORNO,-2669.08,10,RJ-CORE-01,BR,BR-8128575500,False,Brasil,0.05,False,False,-0.045418082764647184
TXN00000068,CLI000141,2023-01-10,PAGAMENTO,2626.6,00,RJ-CORE-01,BR,BR-6004182187,False,Brasil,0.05,False,False,1.2369819377833844
TXN00000069,CLI000313,2023-01-16,FATURA,3324.65,01,SP-CORE-01,BR,BR-7900268326,False,Brasil,0.05,False,False,1.2080161457630019
TXN00000070,CLI000953,2023-03-06,AJUSTE,1667.99,00,BA-CORE-01,BR,BR-5141907136,False,Brasil,0.05,False,False,0.0
TXN00000071,CLI000053,2023-07-08,ESTORNO,-603.91,00,SP-CORE-02,BR,BR-3962958940,False,Brasil,0.05,False,False,-0.814250529810155
TXN00000072,CLI000498,2023-10-22,ESTORNO,-2377.17,10,MG-CORE-01,BR,BR-8357059814,False,Brasil,0.05,False,False,-1.9536530824867484
TXN00000073,CLI000712,2023-12-23,FATURA,2708.23,00,BA-CORE-01,BR,BR-6898796145,False,Brasil,0.05,False,False,0.6592170954798162
TXN00000074,CLI001004,2023-12-05,PAGAMENTO,1309.59,02,SP-CORE-01,BR,BR-2939118223,False,Brasil,0.05,False,False,0.8594060371302097
TXN00000075,CLI000361,2023-08-10,FATURA,3363.54,10,SP-CORE-02,BR,BR-2064746525,False,Brasil,0.05,False,False,1.0809557282433362
TXN00000076,CLI000550,2023-11-12,ESTORNO,2832.53,10,MG-CORE-01,BR,BR-5569956444,False,Brasil,0.05,False,False,0.6917487345484077
TXN00000077,CLI000952,2023-05-06,ESTORNO,-2910.94,00,RJ-CORE-01,BR,BR-9680276057,False,Brasil,0.05,False,False,0.0
TXN00000078,CLI000435,2023-06-22,PAGAMENTO,119.88,02,SP-CORE-02,BR,BR-3379074819,False,Brasil,0.05,False,False,-0.4615659931826677
TXN00000079,CLI000392,2023-05-13,ESTORNO,1204.38,02,BA-CORE-01,BR,BR-3527331058,False,Brasil,0.05,False,False,-0.022403764819466203
TXN00000080,CLI000976,2023-05-04,FATURA,2525.86,10,BA-CORE-01,BR,BR-1030884438,False,Brasil,0.05,False,False,0.3922681690946452
TXN00000081,CLI000829,2023-08-18,PAGAMENTO,2779.41,00,RJ-CORE-01,BR,BR-1252860896,False,Brasil,0.05,False,False,-0.34260087934790845
TXN00000082,CLI001088,2023-06-06,AJUSTE,2330.58,02,MG-CORE-01,BR,BR-2419179580,False,Brasil,0.05,False,False,0.13332732248215626
TXN00000083,CLI000515,2023-08-06,ESTORNO,-3488.28,02,RJ-CORE-01,BR,BR-3208283728,False,Brasil,0.05,False,False,-2.053837103058868
TXN00000084,CLI000380,2023-03-03,AJUSTE,2530.07,02,SP-CORE-01,BR,BR-3084839399,False,Brasil,0.05,False,False,0.5343536846281816
TXN00000085,CLI000580,2023-04-21,AJUSTE,2590.34,02,BA-CORE-01,BR,BR-3315992115,False,Brasil,0.05,False,False,-0.7346549876795239
TXN00000086,CLI000029,2023-04-10,FATURA,1050.94,02,SP-CORE-02,BR,BR-7769777475,False,Brasil,0.05,False,False,-0.9836059370474657
TXN00000087,CLI000259,2023-05-21,AJUSTE,178.39,00,BA-CORE-01,BR,BR-2748309234,False,Brasil,0.05,False,False,-1.3017273350795278
TXN00000088,CLI000903,2023-02-22,PAGAMENTO,3057.06,02,MG-CORE-01,BR,BR-1405126228,False,Brasil,0.05,False,False,0.9988135831105711
TXN00000089,CLI000821,2023-04-05,ESTORNO,3379.93,02,MG-CORE-01,BR,BR-8125276666,False,Brasil,0.05,False,False,1.3089036703994084
TXN00000090,CLI001153,2023-02-07,PAGAMENTO,2028.03,00,SP-CORE-02,BR,BR-6816663775,False,Brasil,0.05,False,False,0.7044876709779458
TXN00000091,CLI000463,2023-02-13,ESTORNO,3478.84,00,BA-CORE-01,BR,BR-7060638140,False,Brasil,0.05,False,False,1.0489448384551223
TXN00000092,CLI000626,2023-08-19,PAGAMENTO,3181.6,02,BA-CORE-01,BR,BR-9822598054,False,Brasil,0.05,False,False,1.1332569555076055
TXN00000093,CLI000542,2023-11-09,FATURA,3361.18,00,SP-CORE-02,BR,BR-3775320897,False,Brasil,0.05,False,False,0.7373251841756324
TXN00000094,CLI000837,2023-03-22,FATURA,854.73,00,SP-CORE-02,BR,BR-5555296751,False,Brasil,0.05,False,False,-0.6314034421806277
TXN00000095,CLI000591,2023-12-19,PAGAMENTO,2086.46,02,SP-CORE-01,BR,BR-8422620843,False,Brasil,0.05,False,False,1.269984375022439
TXN00000096,CLI000406,2023-12-26,ESTORNO,3011.43,00,SP-CORE-02,BR,BR-1469306919,False,Brasil,0.05,False,False,0.8662629805393793
TXN00000097,CLI000147,2023-02-28,PAGAMENTO,1915.08,01,RJ-CORE-01,BR,BR-1822873088,False,Brasil,0.05,False,False,0.39003194650983586
TXN00000098,CLI000960,2023-03-26,FATURA,2778.35,02,MG-CORE-01,BR,BR-7598297060,False,Brasil,0.05,False,False,1.7232872293391464
TXN00000099,CLI000165,2023-12-25,ESTORNO,-1420.73,02,BA-CORE-01,BR,BR-5897045684,False,Brasil,0.05,False,False,-1.2197114434077838
TXN00000100,CLI000469,2023-08-10,FATURA,2576.18,02,SP-CORE-01,BR,BR-6083042422,False,Brasil,0.05,False,False,1.035219581632039
TXN00000101,CLI001063,2023-12-11,FATURA,2878.55,00,SP-CORE-02,BR,BR-2986972437,False,Brasil,0.05,False,False,0.388078946329419
TXN00000102,CLI000963,2023-05-23,PAGAMENTO,651.58,10,MG-CORE-01,BR,BR-5618742930,False,Brasil,0.05,False,False,-0.9105459874871135
TXN00000103,CLI001015,2023-07-29,ESTORNO,-1179.91,00,SP-CORE-02,BR,BR-1420514789,False,Brasil,0.05,False,False,-1.820284719247957
TXN00000104,CLI000663,2023-12-06,ESTORNO,-3309.27,00,MG-CORE-01,BR,BR-2015242176,False,Brasil,0.05,False,False,-1.9144997188078439
TXN00000105,CLI000847,2023-07-26,FATURA,3029.89,00,BA-CORE-01,BR,BR-7040502394,False,Brasil,0.05,False,False,1.066949893333029
TXN00000106,CLI000417,2023-04-07,FATURA,1824.17,10,MG-CORE-01,BR,BR-3067418686,False,Brasil,0.05,False,False,0.1259702124276268
TXN00000107,CLI000491,2023-10-09,ESTORNO,-475.93,02,MG-CORE-01,BR,BR-9008612465,False,Brasil,0.05,False,False,-0.5556965286980611
TXN00000108,CLI000233,2023-06-09,AJUSTE,1936.92,10,SP-CORE-01,BR,BR-4875962612,False,Brasil,0.05,False,False,-1.120267845294242
TXN00000109,CLI001043,2023-03-02,PAGAMENTO,2274.03,01,MG-CORE-01,BR,BR-6002078344,False,Brasil,0.05,False,False,0.3851218931884723
TXN00000110,CLI000786,2023-08-01,ESTORNO,2924.84,10,SP-CORE-02,BR,BR-6971815972,False,Brasil,0.05,False,False,0.18183146696294175
TXN00000111,CLI000850,2023-11-03,AJUSTE,1788.68,01,SP-CORE-01,BR,BR-8667072205,False,Brasil,0.05,False,False,-0.43752392267964746
TXN00000112,CLI001188,2023-09-17,ESTORNO,949.76,00,RJ-CORE-01,BR,BR-6520103410,False,Brasil,0.05,False,False,-0.758383057418327
TXN00000113,CLI001131,2023-03-18,PAGAMENTO,1573.98,10,RJ-CORE-01,BR,BR-3090237817,False,Brasil,0.05,False,False,-0.3804296223951872
TXN00000114,CLI000785,2023-08-22,PAGAMENTO,3266.33,01,SP-CORE-02,BR,BR-6110572428,False,Brasil,0.05,False,False,1.0963943249694912
TXN00000115,CLI000312,2023-07-30,AJUSTE,171.89,10,MG-CORE-01,BR,BR-9841118422,False,Brasil,0.05,False,False,0.2859370501305261
TXN00000116,CLI000205,2023-01-19,PAGAMENTO,459.34,02,SP-CORE-01,BR,BR-9851745355,False,Brasil,0.05,False,False,-0.5283034216676712
TXN00000117,CLI000962,2023-01-08,PAGAMENTO,2534.1,10,SP-CORE-02,BR,BR-2346922426,False,Brasil,0.05,False,False,0.4762829693542244
TXN00000118,CLI001093,2023-06-23,ESTORNO,2188.94,10,SP-CORE-01,BR,BR-9805294274,False,Brasil,0.05,False,False,0.9188421960501992
TXN00000119,CLI000141,2023-06-12,PAGAMENTO,2201.26,10,BA-CORE-01,BR,BR-3281169403,False,Brasil,0.05,False,False,0.8516737849273336
TXN00000120,CLI000889,2023-11-20,AJUSTE,2401.71,02,SP-CORE-02,BR,BR-3181106786,False,Brasil,0.05,False,False,0.6527611403357344
TXN00000121,CLI000614,2023-11-21,FATURA,2469.54,00,MG-CORE-01,BR,BR-4656488400,False,Brasil,0.05,False,False,0.4421337294829814
TXN00000122,CLI000768,2023-01-24,FATURA,1148.82,00,RJ-CORE-01,BR,BR-9884231465,False,Brasil,0.05,False,False,0.6733723723459376
TXN00000123,CLI000349,2023-03-16,PAGAMENTO,869.81,10,BA-CORE-01,BR,BR-9881824272,False,Brasil,0.05,False,False,-0.6553396172519003
TXN00000124,CLI001020,2023-02-10,AJUSTE,2141.03,10,BA-CORE-01,BR,BR-4701485292,False,Brasil,0.05,False,False,0.0
TXN00000125,CLI000020,2023-04-29,AJUSTE,1624.8,02,MG-CORE-01,BR,BR-2734202799,False,Brasil,0.05,False,False,1.4033377446706499
TXN00000126,CLI000708,2023-05-28,PAGAMENTO,2378.09,01,SP-CORE-01,BR,BR-3446737272,False,Brasil,0.05,False,False,0.6445963208116793
TXN00000127,CLI000788,2023-11-24,ESTORNO,-3367.86,02,MG-CORE-01,BR,BR-9760623742,False,Brasil,0.05,False,False,-1.7014569496269212
TXN00000128,CLI000605,2023-02-24,PAGAMENTO,845.48,02,BA-CORE-01,BR,BR-5647083348,False,Brasil,0.05,False,False,-0.7499176278099269
TXN00000129,CLI001018,2023-12-04,FATURA,1397.4,00,BA-CORE-01,BR,BR-2119980130,False,Brasil,0.05,False,False,-0.9435519811145716
TXN00000130,CLI000281,2023-04-28,ESTORNO,2132.59,02,SP-CORE-02,BR,BR-2349409434,False,Brasil,0.05,False,False,0.14906443514197945
TXN00000131,CLI001187,2023-11-18,FATURA,2269.27,02,MG-CORE-01,BR,BR-6435772945,False,Brasil,0.05,False,False,0.017035563134291755
TXN00000132,CLI000271,2023-03-09,ESTORNO,-333.66,02,RJ-CORE-01,BR,BR-8067372072,False,Brasil,0.05,False,False,-1.3796648112481997
TXN00000133,CLI000987,2023-09-29,ESTORNO,1766.25,02,SP-CORE-02,BR,BR-7258731893,False,Brasil,0.05,False,False,0.3552537973021141
TXN00000134,CLI000463,2023-06-23,ESTORNO,2818.73,10,SP-CORE-01,BR,BR-5018948187,False,Brasil,0.05,False,False,0.5119871837320672
TXN00000135,CLI001099,2023-10-13,PAGAMENTO,1292.9,10,SP-CORE-01,BR,BR-5334976883,False,Brasil,0.05,False,False,0.032451450363029634
TXN00000136,CLI000761,2023-08-21,FATURA,1302.68,02,BA-CORE-01,BR,BR-1429416213,False,Brasil,0.05,False,False,0.35141294715189014
TXN00000137,CLI000672,2023-12-12,FATURA,833.7,00,BA-CORE-01,BR,BR-3309122187,False,Brasil,0.05,False,False,-0.7071067811865474
TXN00000138,CLI000239,2023-11-28,AJUSTE,240.0,10,RJ-CORE-01,BR,BR-7467725516,False,Brasil,0.05,False,False,-1.5629705633343842
TXN00000139,CLI000200,2023-01-24,AJUSTE,3312.99,02,MG-CORE-01,BR,BR-6344160868,False,Brasil,0.05,False,False,0.7071067811865509
TXN00000140,CLI000859,2023-10-03,AJUSTE,492.11,10,RJ-CORE-01,BR,BR-2224011538,False,Brasil,0.05,False,False,0.49752346202978637
TXN00000141,CLI000573,2023-08-01,AJUSTE,2299.13,10,BA-CORE-01,BR,BR-3271782991,False,Brasil,0.05,False,False,0.6304494572921379
TXN00000142,CLI000743,2023-12-20,FATURA,1309.44,10,MG-CORE-01,BR,BR-7676965974,False,Brasil,0.05,False,False,-0.37197487735811363
TXN00000143,CLI000566,2023-12-18,FATURA,1298.33,02,SP-CORE-01,BR,BR-4771526597,False,Brasil,0.05,False,False,-0.8500483569607877
TXN00000144,CLI000044,2023-03-04,AJUSTE,3322.56,10,SP-CORE-01,BR,BR-2135872495,False,Brasil,0.05,False,False,0.9407106764093115
TXN00000145,CLI000141,2023-06-20,FATURA,867.62,01,BA-CORE-01,BR,BR-4821286999,False,Brasil,0.05,False,False,-0.35644763552440833
TXN00000146,CLI000006,2023-10-28,AJUSTE,771.51,01,RJ-CORE-01,BR,BR-5962610986,False,Brasil,0.05,False,False,-0.13990165500178275
TXN00000147,CLI000053,2023-03-16,ESTORNO,3456.6,02,SP-CORE-02,BR,BR-2472659626,False,Brasil,0.05,False,False,1.0181239724659548
TXN00000148,CLI000033,2023-01-08,AJUSTE,1266.68,01,BA-CORE-01,BR,BR-8958199946,False,Brasil,0.05,False,False,0.4509365392198806
TXN00000149,CLI000131,2023-05-16,AJUSTE,202.35,10,BA-CORE-01,BR,BR-7465682673,False,Brasil,0.05,False,False,-0.42966446929047875
TXN00000150,CLI000454,2023-08-18,PAGAMENTO,2727.5,00,MG-CORE-01,BR,BR-1218179599,False,Brasil,0.05,False,False,0.700432890381222
TXN00000151,CLI000981,2023-12-04,FATURA,1834.65,10,SP-CORE-01,BR,BR-8019198243,False,Brasil,0.05,False,False,0.4167354180865293
TXN00000152,CLI000166,2023-08-07,PAGAMENTO,2407.62,10,MG-CORE-01,BR,BR-8856990236,False,Brasil,0.05,False,False,1.0623097623858786
TXN00000153,CLI001124,2023-11-08,ESTORNO,536.2,01,RJ-CORE-01,BR,BR-1189351213,False,Brasil,0.05,False,False,-1.1045435717755048
TXN00000154,CLI000204,2023-07-15,ESTORNO,3481.3,02,MG-CORE-01,BR,BR-9503167458,False,Brasil,0.05,False,False,0.7687611047712721
TXN00000155,CLI000468,2023-12-02,FATURA,2285.19,01,MG-CORE-01,BR,BR-8325785916,False,Brasil,0.05,False,False,-0.7071067811865501
TXN00000156,CLI000641,2023-06-23,PAGAMENTO,2899.42,10,MG-CORE-01,BR,BR-3409076656,False,Brasil,0.05,False,False,0.3857816751203764
TXN00000157,CLI000138,2023-06-10,PAGAMENTO,2334.58,02,SP-CORE-02,BR,BR-1480494664,False,Brasil,0.05,False,False,0.13191542348389532
TXN00000158,CLI001140,2023-02-13,FATURA,344.44,00,RJ-CORE-01,BR,BR-3373077218,False,Brasil,0.05,False,False,-1.0666142434885635
TXN00000159,CLI000725,2023-10-28,FATURA,3349.05,02,SP-CORE-01,BR,BR-2845919895,False,Brasil,0.05,False,False,0.9652827680644246
TXN00000160,CLI001184,2023-01-27,PAGAMENTO,3390.03,02,RJ-CORE-01,BR,BR-5474620894,False,Brasil,0.05,False,False,1.013681584445333
TXN00000161,CLI001140,2023-03-21,AJUSTE,2305.44,01,SP-CORE-01,BR,BR-2536778950,False,Brasil,0.05,False,False,0.9163874549519389
TXN00000162,CLI001141,2023-02-28,ESTORNO,2673.87,01,MG-CORE-01,BR,BR-3929454134,False,Brasil,0.05,False,False,0.6370353233524889
TXN00000163,CLI000560,2023-11-08,FATURA,3253.21,02,SP-CORE-01,BR,BR-3864457210,False,Brasil,0.05,False,False,0.7071067811865475
TXN00000164,CLI000143,2023-06-23,ESTORNO,1241.56,01,SP-CORE-02,BR,BR-9051829827,False,Brasil,0.05,False,False,-0.09568203747750302
TXN00000165,CLI000771,2023-11-21,AJUSTE,3401.9,00,BA-CORE-01,BR,BR-4218981849,False,Brasil,0.05,False,False,1.4012995901132663
TXN00000166,CLI001163,2023-08-21,PAGAMENTO,1206.32,02,RJ-CORE-01,BR,BR-2770791023,False,Brasil,0.05,False,False,0.2157280493321968
TXN00000167,CLI000908,2023-01-27,FATURA,561.42,00,SP-CORE-01,BR,BR-9265609985,False,Brasil,0.05,False,False,-1.2076408247699084
TXN00000168,CLI001050,2023-09-06,PAGAMENTO,2132.62,10,RJ-CORE-01,BR,BR-6360837474,False,Brasil,0.05,False,False,0.6261640398834316
TXN00000169,CLI001080,2023-06-26,FATURA,1516.1,02,BA-CORE-01,BR,BR-4011966884,False,Brasil,0.05,False,False,-0.573863917754229
TXN00000170,CLI000433,2023-01-24,ESTORNO,-787.4,00,SP-CORE-01,BR,BR-3021598245,False,Brasil,0.05,False,False,-1.1765592584711424
TXN00000171,CLI000882,2023-05-11,AJUSTE,1027.28,00,SP-CORE-01,BR,BR-9239688178,False,Brasil,0.05,False,False,-1.7156134993505652
TXN00000172,CLI000726,2023-03-08,AJUSTE,1343.12,01,BA-CORE-01,BR,BR-6796738787,False,Brasil,0.05,False,False,-0.49610291890027425
TXN00000173,CLI000942,2023-07-23,FATURA,3018.94,00,MG-CORE-01,BR,BR-4742303947,False,Brasil,0.05,False,False,1.1458823412128705
TXN00000174,CLI000236,2023-06-10,FATURA,2023.64,10,MG-CORE-01,BR,BR-1957449367,False,Brasil,0.05,False,False,0.15416873316665913
TXN00000175,CLI000742,2023-01-11,PAGAMENTO,3382.37,01,BA-CORE-01,BR,BR-3834820954,False,Brasil,0.05,False,False,0.5586108615968429
TXN00000176,CLI000821,2023-08-12,FATURA,2958.81,01,MG-CORE-01,BR,BR-7006365648,False,Brasil,0.05,False,False,1.0703247788458483
